epoch,training_loss,validation_loss,b
0,34.11032297445245,34.13963980560626,0.2
1,34.27061941273335,34.1962303701006,0.2
2,34.27167105009689,34.13963980560626,0.2
3,34.185806195204776,34.1962303701006,0.2
4,34.279095157867296,34.13963980560626,0.2
5,34.11032297445245,34.1962303701006,0.2
6,34.27061941273335,34.13963980560626,0.2
7,34.27167105009689,34.1962303701006,0.2
8,34.185806195204776,34.13963980560626,0.2
9,34.279095157867296,34.1962303701006,0.2
10,34.11032297445245,34.13963980560626,0.2
11,34.27061941273335,34.1962303701006,0.2
12,34.27167105009689,34.13963980560626,0.2
13,34.185806195204776,34.1962303701006,0.2
14,34.279095157867296,34.13963980560626,0.2
15,34.11032297445245,34.1962303701006,0.2
16,34.27061941273335,34.13963980560626,0.2
17,34.27167105009689,34.1962303701006,0.2
18,34.185806195204776,34.13963980560626,0.2
19,34.279095157867296,34.1962303701006,0.2
20,34.11032297445245,34.13963980560626,0.2
21,34.27061941273335,34.1962303701006,0.2
22,34.27167105009689,40.746379475243074,0.2
23,34.185806195204776,40.852557748206735,0.2
24,34.279095157867296,40.746379475243074,0.2
25,34.11032297445245,40.852557748206735,0.2
26,34.27061941273335,37.075439793276594,0.2
27,34.27167105009689,37.17686826808451,0.2
28,34.185806195204776,37.13709597981124,0.2
29,34.279095157867296,37.23822485351226,0.2
30,34.11032297445245,36.87646017341528,0.2
31,34.27061941273335,36.98462659201802,0.2
32,34.27167105009689,33.859148224797195,0.2
33,34.185806195204776,34.26489141081552,0.2
34,34.279095157867296,33.779134383274496,0.2
35,34.11032297445245,33.95469192206959,0.2
36,34.27061941273335,33.6196634513656,0.2
37,34.27167105009689,33.70499771048923,0.2
38,34.185806195204776,33.12470666467536,0.2
39,34.279095157867296,33.23505579596186,0.2
40,34.11032297445245,33.32490906743696,0.2
41,34.27061941273335,33.27462399401021,0.2
42,34.27167105009689,33.122876933156185,0.2
43,34.185806195204776,33.202507499817735,0.2
44,34.279095157867296,32.94679180088998,0.2
45,34.11032297445245,33.17057512099749,0.2
46,34.27061941273335,32.84481284859395,0.2
47,34.27167105009689,32.91159579826111,0.2
48,34.185806195204776,32.905432600080935,0.2
49,34.279095157867296,32.90051016974532,0.2
50,34.11032297445245,32.68977285635984,0.2
51,34.27061941273335,32.75004698024836,0.2
52,34.27167105009689,32.632542025088775,0.2
53,34.185806195204776,32.72795134280887,0.2
54,40.87117249926347,32.677084464086924,0.2
55,40.7385393138098,32.71183614472895,0.2
56,40.86093098778446,32.60855423431721,0.2
57,40.843996564209846,32.67069073323815,0.2
58,40.83649255664619,32.56365944380818,0.2
59,40.87117249926347,32.65890194395006,0.2
60,40.7385393138098,32.5904251740472,0.2
61,40.86093098778446,32.65180653219313,0.2
62,40.843996564209846,32.57292250105262,0.2
63,36.11227754983164,32.64416685046209,0.2
64,36.66303823555342,32.561733190041274,0.2
65,37.06368520779565,32.6390820785776,0.2
66,37.27230703622752,32.5770816588051,0.2
67,37.25886114321178,32.64086972836429,0.2
68,37.20893318450479,32.56005373284206,0.2
69,37.26901412692407,32.63580941060915,0.2
70,37.125498095761515,32.56240058807885,0.2
71,37.27138304644609,32.63759550312582,0.2
72,37.24063116502178,32.56757306727789,0.2
73,37.1571125031244,32.64100751224785,0.2
74,37.15625543753165,32.5627381444818,0.2
75,36.86313078450122,32.6406220949858,0.2
76,36.68802855793748,32.56862246900639,0.2
77,36.039452882685694,32.64268703817082,0.2
78,36.184074476338154,32.56726834551273,0.2
79,34.49462391362972,32.642395261026365,0.2
80,33.98406015188512,32.56572361265193,0.2
81,35.221791988366505,32.64237905489782,0.2
82,35.625180838981855,32.56904789904645,0.2
83,35.292987780976446,32.64444494999217,0.2
84,34.58067241905363,32.57016675842677,0.2
85,33.844307155601605,32.645898999462226,0.2
86,34.06025340131843,32.569550807403374,0.2
87,33.45559346917106,32.64632892430883,0.2
88,32.90457849198808,32.570996559598925,0.2
89,33.55808493863269,32.6479510853619,0.2
90,33.509155703073176,32.573039484991185,0.2
91,33.686545324963326,32.64974005062473,0.2
92,33.78664049566094,32.573361554382615,0.2
93,33.81468232075851,32.65087639586061,0.2
94,33.48641165704681,32.57548898848769,0.2
95,33.05599327879322,32.65279066807644,0.2
96,33.37043209683616,32.57758787792159,0.2
97,33.27502671534775,32.65446930862289,0.2
98,33.05803678193372,32.57809890639851,0.2
99,33.43310809457675,32.65559676592246,0.2
100,33.30107205373771,32.57832629060873,0.2
101,33.05838108908683,32.656843698632166,0.2
102,33.10267673268679,32.58192524783868,0.2
103,33.18502487197039,32.659284337349376,0.2
104,33.107774183754486,32.58214606587543,0.2
105,33.04818022808494,32.66016244220212,0.2
106,33.47585258921878,32.58270098238933,0.2
107,33.20932203066654,32.66120925033157,0.2
108,33.03594003907803,32.58549603723052,0.2
109,33.137918280193595,32.66323905534932,0.2
110,32.9088118731372,32.58631534813044,0.2
111,33.03716934592549,32.66423114627418,0.2
112,33.04548839044238,32.58637539821554,0.2
113,33.05533329501416,32.665403690302554,0.2
114,33.053513886269634,32.58918084415399,0.2
115,32.78764421616334,32.667321231828545,0.2
116,32.91129390708355,32.59104764124875,0.2
117,32.911087355890615,32.66874013294839,0.2
118,32.79798672525015,32.59090938790828,0.2
119,32.91830537773477,32.66948391094271,0.2
120,32.85254637404852,32.59209574443157,0.2
121,32.90993011961204,32.67076982539066,0.2
122,32.78217773402684,32.59413869619195,0.2
123,32.75074814162762,32.6725700865923,0.2
124,32.77839113108516,32.59565763558004,0.2
125,32.61779268266806,32.67338481496569,0.2
126,32.842979903513026,32.5948101972142,0.2
127,32.809246496530015,32.673701486637505,0.2
128,32.7079572746664,32.596246307181396,0.2
129,32.72439297572866,32.67521542231387,0.2
