epoch,training_loss,validation_loss,b
0,32.65555242445121,32.62793584154723,0.2
1,32.64542866536931,32.744200888632484,0.2
2,32.66027388022872,32.62793584154723,0.2
3,32.63141865463829,32.744200888632484,0.2
4,32.73730549439207,32.62793584154723,0.2
5,32.65555242445121,32.744200888632484,0.2
6,32.64542866536931,32.62793584154723,0.2
7,32.66027388022872,32.744200888632484,0.2
8,32.63141865463829,32.62793584154723,0.2
9,32.73730549439207,32.744200888632484,0.2
10,32.65555242445121,32.62793584154723,0.2
11,32.64542866536931,32.744200888632484,0.2
12,32.66027388022872,32.62793584154723,0.2
13,32.63141865463829,32.744200888632484,0.2
14,32.73730549439207,32.62793584154723,0.2
15,32.65555242445121,32.744200888632484,0.2
16,32.64542866536931,32.62793584154723,0.2
17,32.66027388022872,32.744200888632484,0.2
18,32.63141865463829,32.62793584154723,0.2
19,32.73730549439207,32.744200888632484,0.2
20,32.65555242445121,32.62793584154723,0.2
21,32.64542866536931,32.744200888632484,0.2
22,32.66027388022872,36.859975212236,0.2
23,32.63141865463829,36.96179653781332,0.2
24,32.73730549439207,38.92236102304127,0.2
25,32.65555242445121,38.968384654181925,0.2
26,32.64542866536931,36.45591215254219,0.2
27,32.66027388022872,36.579241357569025,0.2
28,32.63141865463829,36.51121854230511,0.2
29,32.73730549439207,36.66232989709672,0.2
30,32.65555242445121,35.32207018860718,0.2
31,32.64542866536931,35.5006361974829,0.2
32,32.66027388022872,34.158923867700324,0.2
33,32.63141865463829,34.08012743564429,0.2
34,32.73730549439207,33.90909856409494,0.2
35,32.65555242445121,33.916389843571196,0.2
36,32.64542866536931,32.632677123977814,0.2
37,32.66027388022872,32.80289555839775,0.2
38,32.63141865463829,33.636753913818765,0.2
39,32.73730549439207,33.43831699527737,0.2
40,32.65555242445121,32.10136782024335,0.2
41,32.64542866536931,32.46300204969838,0.2
42,32.66027388022872,31.856787857081983,0.2
43,32.63141865463829,32.14662097643833,0.2
44,32.73730549439207,32.4242759190871,0.2
45,32.65555242445121,32.19878133103899,0.2
46,32.64542866536931,31.555704181251667,0.2
47,32.66027388022872,31.54614260151717,0.2
48,32.63141865463829,31.268366846262314,0.2
49,32.73730549439207,31.412106395188502,0.2
50,32.65555242445121,31.49013780960888,0.2
51,32.64542866536931,31.37374204540628,0.2
52,36.88294682050031,31.52348119370484,0.2
53,36.83137237637902,31.375204069897585,0.2
54,36.94541340037924,31.111202348308836,0.2
55,36.84547652748682,31.077514535700878,0.2
56,36.865785116632814,31.021774525905105,0.2
57,34.69751105173828,31.023254376580756,0.2
58,38.89637420366282,31.05380266167146,0.2
59,39.01741838647285,30.98967724323432,0.2
60,38.92152306356983,31.166170534386993,0.2
61,38.93502335757225,31.09918218034916,0.2
62,38.93905160231853,31.09467775647997,0.2
63,34.376165955149965,31.059503807983635,0.2
64,35.700781171503095,30.953273407835407,0.2
65,36.448803655670645,30.939466759061975,0.2
66,36.75654170178858,30.90678396409415,0.2
67,36.934256708140545,30.903167562227054,0.2
68,36.904240964530146,30.903372183186132,0.2
69,36.96981875934304,30.90047049748402,0.2
70,36.60560431296635,30.92252628463273,0.2
71,35.651863938283306,30.91766643960554,0.2
72,36.35273720482806,30.94042994244347,0.2
73,34.51783151897115,30.93854632998883,0.2
74,34.973304747742034,30.936184409336565,0.2
75,35.39233496693361,30.935926666357837,0.2
76,35.45816203775724,30.92467500784474,0.2
77,35.24927303726595,30.925161168861393,0.2
78,34.41804812672171,30.9205436598604,0.2
79,35.02597429921826,30.924553099782575,0.2
80,34.736571731336994,30.913963290574966,0.2
81,33.250949070994935,30.923654756866423,0.2
82,34.65028576248178,30.91158447447141,0.2
83,34.499360827364725,30.92618470379779,0.2
84,34.42463794734226,30.91164993254546,0.2
85,33.92412573918574,30.93068267777328,0.2
86,33.71323135376357,30.912795622285525,0.2
87,33.45468361060046,30.93737951747266,0.2
88,33.64421346913945,30.914708744934718,0.2
89,32.395324787001364,30.94541461412502,0.2
90,32.51348271956281,30.914203708796837,0.2
91,33.09037539743943,30.947841418838557,0.2
92,33.7255320259411,30.91540564075861,0.2
93,32.51880973573891,30.949948250269184,0.2
94,32.957697823491884,30.92017082483902,0.2
95,33.48022638191384,30.953835234600106,0.2
96,33.24541102356118,30.929714547647126,0.2
97,32.751329043857076,30.962558926779998,0.2
98,32.83436632698354,30.941181353787815,0.2
99,32.95331906382838,30.9747371578622,0.2
100,32.247580593339656,30.955616486906404,0.2
101,32.386315302680806,30.989186945572964,0.2
102,31.974558143071697,30.967367642215702,0.2
103,32.415970135214906,31.0001256151577,0.2
104,31.990128401463803,30.987730906715694,0.2
105,31.730093784667126,31.018706565197895,0.2
106,32.03085320922938,31.01517126799188,0.2
107,32.89548017546209,31.045302036760518,0.2
108,31.560033637086935,31.047102807829155,0.2
109,32.28745811688648,31.07659441588003,0.2
110,32.56135820774766,31.071356777446965,0.2
111,31.66653788462509,31.09754104205365,0.2
112,32.43476445057081,31.094763980634653,0.2
113,31.889542175001214,31.122948687652052,0.2
114,31.460032031737665,31.117520260690334,0.2
115,31.554510789164652,31.150196310843455,0.2
116,31.795396207620044,31.141445120528445,0.2
117,31.32990378554872,31.174481797298263,0.2
118,31.14995759527869,31.174435349691276,0.2
119,31.17455528440522,31.20962299768892,0.2
120,31.140072795099215,31.20464891533297,0.2
121,31.037365707623433,31.243325086841725,0.2
122,31.683330812292564,31.2311590834718,0.2
123,31.092342018461814,31.272149155570695,0.2
124,31.48310566045305,31.28997903271057,0.2
125,31.34184892957331,31.335111832426747,0.2
126,31.015493259613425,31.35101347111923,0.2
127,31.93731233020684,31.400864332866036,0.2
128,31.15512587005399,31.42330442106911,0.2
129,31.09056452050327,31.47899520545387,0.2
130,31.387600064563582,31.50942415672628,0.2
131,31.325927187170812,31.572926946338832,0.2
132,31.405877857670227,31.592907259541704,0.2
133,31.034449352202333,31.666519868249537,0.2
134,30.944172739401612,31.68732522581044,0.2
135,30.993144701085882,31.77182272190962,0.2
136,31.107761861143096,31.769444846729925,0.2
137,31.127509343964018,31.861361043941223,0.2
138,30.873688319012615,31.890992467877716,0.2
139,30.96326266788627,31.993125519343742,0.2
140,30.91321956352856,31.965072929260756,0.2
141,30.855533107791913,32.07528419102436,0.2
142,31.247993964210906,32.01367846263777,0.2
143,30.853873699454194,32.13136415390944,0.2
144,31.0986516993588,32.05770696028767,0.2
145,30.960351214650487,32.182078332832305,0.2
146,30.80880902727517,32.07531690263672,0.2
147,31.390992140399415,32.201363422367876,0.2
148,30.848479776058756,31.89485009660054,0.2
149,31.03206799840707,32.00572562931454,0.2
150,31.06917748884896,31.453558382630867,0.2
151,30.899947924259727,31.447177449636612,0.2
152,31.279601149996402,31.701419944435784,0.2
153,30.907931518752385,31.44002602970455,0.2
154,30.87783821761606,33.67496142043982,0.2
155,31.016013957064125,33.68415332184556,0.2
156,30.992041521952146,35.33110719132976,0.2
157,31.05613799454148,35.42248197977896,0.2
158,30.857014038118656,35.67715414381056,0.2
159,30.837555445799993,35.800866653630855,0.2
160,30.89924943073358,33.24967958780332,0.2
161,30.91572394333193,33.5610209296181,0.2
162,30.934928468990602,34.84043493473703,0.2
163,30.80775498465165,34.840662129177986,0.2
164,30.855310532834,33.50663054981001,0.2
165,30.86303589635408,33.96566823915791,0.2
166,30.817155844386395,32.857835105150585,0.2
167,30.950981389910893,33.30229652643884,0.2
168,30.806214906509744,33.94266502341752,0.2
169,30.8840857955475,33.962534836265895,0.2
170,30.86696801893285,32.55504160967286,0.2
171,30.79729297229093,32.74752530084614,0.2
172,30.982964790635513,31.906593106093652,0.2
173,30.80723345554874,31.996360435261522,0.2
174,30.911326859283026,32.57868763931183,0.2
175,30.887723680797365,32.54971673846262,0.2
176,30.79490153125786,31.933840243372416,0.2
177,30.994022563349425,32.2043775773082,0.2
178,30.808082781240838,30.9236455620875,0.2
179,30.898142144148178,30.965567241439683,0.2
180,30.909102663416586,31.431923924324085,0.2
181,30.822185410935987,31.3119179488079,0.2
182,30.97296289431953,31.0883518598025,0.2
183,30.821528798414317,31.3453181514454,0.2
184,30.88405936749212,30.755752789063564,0.2
185,30.913026870924444,30.83360027639073,0.2
186,30.8431449435973,30.818610976559956,0.2
187,30.93261443174591,30.78610261303728,0.2
188,30.824405260036745,30.773232182077404,0.2
189,30.87495063380847,30.914321064760813,0.2
190,30.907207609369554,30.685326857219,0.2
191,30.851770378017477,30.671694741005176,0.2
192,30.904897607278077,30.66216254450839,0.2
193,30.831004704239664,30.69183125340464,0.2
194,30.87716573495431,30.645406134370603,0.2
195,30.907928194179828,30.732836316000554,0.2
196,30.85963601882038,30.633357885675384,0.2
197,30.885757206907567,30.631218605856496,0.2
198,30.83659776642565,30.615743545457963,0.2
199,30.879674163117958,30.630993201512357,0.2
200,30.907311769934704,30.601988476110208,0.2
201,30.862520388820542,30.66382646296935,0.2
202,30.87068034569518,30.601998364847937,0.2
203,30.8426706196953,30.627784639142575,0.2
204,30.886017124143354,30.59772086281985,0.2
205,30.910640692322303,30.619377607630447,0.2
206,30.861200223788483,30.589199741959348,0.2
207,30.86510791401194,30.62782465265919,0.2
208,30.850188238489615,30.590259032681885,0.2
209,30.89451980915801,30.620932701593294,0.2
210,30.915678780699515,30.591087837207134,0.2
211,30.8580464821063,30.61746570955165,0.2
212,30.86350521182264,30.59128602233616,0.2
213,30.85784868372561,30.62308439319905,0.2
214,30.901392769769874,30.594541214371592,0.2
215,30.92062955873216,30.626046801911528,0.2
216,30.850455805208377,30.598021880307634,0.2
217,30.863988285614212,30.62691012210814,0.2
218,30.867791022793202,30.601111429185643,0.2
219,30.906460583047405,30.632690783836026,0.2
220,30.925193379282902,30.605613447355616,0.2
221,30.843173657679362,30.638620506722027,0.2
222,30.865750736844713,30.610500891031037,0.2
223,30.874054488869806,30.64484331321659,0.2
224,30.9090379872115,30.61513163185252,0.2
225,30.926021391059557,30.650224638021648,0.2
226,30.838892673326804,30.61922294769132,0.2
227,30.8713939026416,30.654539499301627,0.2
228,30.87870302417908,30.62385005876581,0.2
229,30.916961704761373,30.660212358415006,0.2
230,30.928415474965927,30.62980813199414,0.2
231,30.84004463566373,30.66785111685271,0.2
232,30.881064423966524,30.638075106437363,0.2
233,30.8826819533979,30.677247552735604,0.2
234,30.92815417010695,30.64585887919006,0.2
235,30.93491968548393,30.684907169808245,0.2
236,30.84611223363317,30.65716479291598,0.2
